order_id,customer_id,order_date,product_id,quantity,unit_price,discount_pct,net_revenue,channel,month
O007804,C0678,2024-03-25,P002,3,25.0,0.0,75.0,DTC,2024-03
O007805,C0843,2025-08-11,P007,1,32.0,0.0,32.0,DTC,2025-08
O007806,C2335,2025-09-18,P012,1,79.0,0.1,71.1,DTC,2025-09
O007807,C2805,2024-05-07,P005,2,25.0,0.0,50.0,DTC,2024-05
O007808,C1322,2024-11-02,P010,1,28.0,0.0,28.0,DTC,2024-11
O007809,C2249,2025-03-07,P003,1,25.0,0.0,25.0,DTC,2025-03
O007810,C0357,2024-08-27,P009,1,32.0,0.0,32.0,DTC,2024-08
O007811,C1474,2025-10-23,P007,1,32.0,0.0,32.0,DTC,2025-10
O007812,C0167,2024-12-08,P005,2,25.0,0.0,50.0,DTC,2024-12
O007813,C0202,2025-03-27,P011,1,20.0,0.0,20.0,Subscription,2025-03
O007814,C2055,2025-07-02,P002,1,25.0,0.0,25.0,DTC,2025-07
O007815,C2213,2024-09-16,P008,2,25.0,0.0,50.0,DTC,2024-09
O007816,C2354,2025-07-14,P008,1,25.0,0.0,25.0,DTC,2025-07
O007817,C0139,2024-12-23,P005,1,25.0,0.0,25.0,DTC,2024-12
O007818,C2438,2024-01-30,P007,1,32.0,0.15,27.2,Subscription,2024-01
O007819,C1476,2025-10-31,P008,1,25.0,0.0,25.0,DTC,2025-10
O007820,C0222,2025-03-10,P009,1,32.0,0.05,30.4,Subscription,2025-03
O007821,C1595,2025-08-12,P007,1,32.0,0.0,32.0,DTC,2025-08
O007822,C1819,2024-05-19,P002,2,25.0,0.0,50.0,DTC,2024-05
O007823,C1530,2025-11-03,P008,1,25.0,0.0,25.0,DTC,2025-11
O007824,C2664,2025-05-12,P004,2,32.0,0.0,64.0,Subscription,2025-05
O007825,C0017,2025-07-14,P003,1,25.0,0.05,23.75,DTC,2025-07
O007826,C0970,2025-06-14,P009,2,32.0,0.0,64.0,Subscription,2025-06
O007827,C0930,2024-10-10,P011,1,20.0,0.15,17.0,DTC,2024-10
O007828,C2159,2025-12-25,P012,2,79.0,0.0,158.0,DTC,2025-12
O007829,C0367,2024-10-20,P001,1,25.0,0.0,25.0,Subscription,2024-10
O007830,C0471,2024-10-23,P006,2,25.0,0.0,50.0,DTC,2024-10
O007831,C0298,2025-07-10,P009,1,32.0,0.0,32.0,DTC,2025-07
O007832,C2215,2024-06-04,P011,1,20.0,0.15,17.0,Subscription,2024-06
O007833,C2607,2025-11-22,P003,1,25.0,0.0,25.0,DTC,2025-11
O007834,C1753,2025-10-26,P011,2,20.0,0.0,40.0,DTC,2025-10
O007835,C2360,2025-01-14,P002,1,25.0,0.0,25.0,DTC,2025-01
O007836,C0440,2024-07-28,P004,1,32.0,0.15,27.2,DTC,2024-07
O007837,C1304,2025-04-02,P012,1,79.0,0.05,75.05,DTC,2025-04
O007838,C1332,2024-04-11,P012,1,79.0,0.0,79.0,DTC,2024-04
O007839,C0610,2024-08-10,P010,1,28.0,0.0,28.0,DTC,2024-08
O007840,C2214,2025-07-06,P006,2,25.0,0.0,50.0,Subscription,2025-07
O007841,C2198,2024-04-06,P011,1,20.0,0.0,20.0,DTC,2024-04
O007842,C1761,2024-03-07,P001,1,25.0,0.0,25.0,DTC,2024-03
O007843,C2273,2024-09-01,P003,2,25.0,0.0,50.0,DTC,2024-09
O007844,C2346,2024-09-24,P004,1,32.0,0.15,27.2,DTC,2024-09
O007845,C0382,2025-07-17,P004,1,32.0,0.0,32.0,DTC,2025-07
O007846,C1643,2025-10-02,P003,3,25.0,0.0,75.0,Subscription,2025-10
O007847,C1307,2024-05-19,P008,1,25.0,0.0,25.0,Subscription,2024-05
O007848,C1331,2024-07-03,P004,2,32.0,0.0,64.0,DTC,2024-07
O007849,C1422,2024-08-17,P003,1,25.0,0.15,21.25,DTC,2024-08
O007850,C0072,2024-06-26,P011,2,20.0,0.05,38.0,DTC,2024-06
O007851,C2170,2025-11-26,P005,1,25.0,0.0,25.0,DTC,2025-11
O007852,C1919,2025-01-15,P011,1,20.0,0.1,18.0,DTC,2025-01
O007853,C0512,2025-07-16,P012,1,79.0,0.0,79.0,DTC,2025-07
O007854,C2087,2024-07-09,P009,1,32.0,0.0,32.0,DTC,2024-07
O007855,C1293,2025-09-12,P009,1,32.0,0.0,32.0,DTC,2025-09
O007856,C1503,2024-10-10,P009,1,32.0,0.0,32.0,DTC,2024-10
O007857,C0750,2024-07-01,P006,1,25.0,0.0,25.0,DTC,2024-07
O007858,C2579,2024-12-24,P007,1,32.0,0.0,32.0,DTC,2024-12
O007859,C2799,2024-06-28,P009,1,32.0,0.15,27.2,DTC,2024-06
O007860,C1651,2025-09-08,P004,2,32.0,0.0,64.0,DTC,2025-09
O007861,C0536,2024-12-15,P010,1,28.0,0.0,28.0,DTC,2024-12
O007862,C0650,2025-03-23,P003,2,25.0,0.0,50.0,DTC,2025-03
O007863,C2624,2025-02-22,P007,1,32.0,0.0,32.0,DTC,2025-02
O007864,C1764,2024-03-29,P009,1,32.0,0.0,32.0,DTC,2024-03
O007865,C2800,2025-06-01,P005,1,25.0,0.0,25.0,Subscription,2025-06
O007866,C2953,2025-08-05,P012,1,79.0,0.0,79.0,DTC,2025-08
O007867,C2025,2025-11-22,P004,2,32.0,0.05,60.8,DTC,2025-11
O007868,C1121,2024-03-08,P009,1,32.0,0.0,32.0,DTC,2024-03
O007869,C0479,2025-07-05,P001,1,25.0,0.0,25.0,DTC,2025-07
O007870,C0155,2024-09-05,P007,1,32.0,0.0,32.0,DTC,2024-09
O007871,C1058,2025-05-13,P001,1,25.0,0.0,25.0,Subscription,2025-05
O007872,C2758,2024-05-25,P005,1,25.0,0.05,23.75,DTC,2024-05
O007873,C2072,2024-08-26,P011,1,20.0,0.05,19.0,DTC,2024-08
O007874,C0999,2024-11-09,P010,1,28.0,0.0,28.0,DTC,2024-11
O007875,C1771,2025-11-25,P007,1,32.0,0.0,32.0,DTC,2025-11
O007876,C1510,2025-03-22,P005,2,25.0,0.1,45.0,DTC,2025-03
O007877,C0393,2025-01-15,P008,1,25.0,0.0,25.0,DTC,2025-01
O007878,C0844,2025-02-08,P004,1,32.0,0.0,32.0,DTC,2025-02
O007879,C0604,2024-05-10,P002,1,25.0,0.0,25.0,DTC,2024-05
O007880,C1181,2024-12-31,P001,1,25.0,0.1,22.5,DTC,2024-12
O007881,C0760,2025-08-27,P009,1,32.0,0.0,32.0,Subscription,2025-08
O007882,C1673,2024-10-06,P007,3,32.0,0.0,96.0,Subscription,2024-10
O007883,C1041,2024-07-21,P007,1,32.0,0.0,32.0,Subscription,2024-07
O007884,C1584,2025-03-31,P002,1,25.0,0.1,22.5,Subscription,2025-03
O007885,C2279,2025-07-10,P011,1,20.0,0.0,20.0,Subscription,2025-07
O007886,C0704,2024-12-31,P004,2,32.0,0.0,64.0,DTC,2024-12
O007887,C2085,2025-11-07,P008,2,25.0,0.05,47.5,DTC,2025-11
O007888,C2370,2024-12-07,P012,1,79.0,0.0,79.0,DTC,2024-12
O007889,C0801,2025-07-24,P004,1,32.0,0.15,27.2,DTC,2025-07
O007890,C2338,2025-09-11,P009,2,32.0,0.0,64.0,DTC,2025-09
O007891,C0200,2025-04-16,P012,1,79.0,0.0,79.0,DTC,2025-04
O007892,C1662,2024-10-31,P002,1,25.0,0.0,25.0,DTC,2024-10
O007893,C0965,2025-03-01,P004,1,32.0,0.0,32.0,DTC,2025-03
O007894,C1619,2025-12-17,P010,3,28.0,0.0,84.0,DTC,2025-12
O007895,C2458,2025-07-01,P007,3,32.0,0.15,81.6,DTC,2025-07
O007896,C1901,2024-07-22,P011,1,20.0,0.0,20.0,Subscription,2024-07
O007897,C2384,2025-06-06,P001,2,25.0,0.0,50.0,DTC,2025-06
O007898,C0727,2025-07-14,P005,1,25.0,0.0,25.0,Subscription,2025-07
O007899,C2304,2025-09-22,P011,1,20.0,0.1,18.0,Subscription,2025-09
O007900,C2472,2025-03-14,P010,2,28.0,0.0,56.0,Subscription,2025-03
O007901,C0344,2024-11-17,P008,2,25.0,0.0,50.0,DTC,2024-11
O007902,C2587,2024-01-13,P008,1,25.0,0.0,25.0,DTC,2024-01
O007903,C0470,2025-07-14,P001,1,25.0,0.05,23.75,DTC,2025-07
O007904,C2615,2025-09-01,P006,1,25.0,0.0,25.0,Subscription,2025-09
O007905,C1266,2025-12-01,P007,1,32.0,0.0,32.0,Subscription,2025-12
O007906,C2026,2024-02-22,P012,1,79.0,0.0,79.0,DTC,2024-02
O007907,C2768,2024-11-18,P007,2,32.0,0.0,64.0,DTC,2024-11
O007908,C0331,2024-06-21,P001,1,25.0,0.0,25.0,Subscription,2024-06
O007909,C0139,2024-09-16,P009,2,32.0,0.0,64.0,DTC,2024-09
O007910,C2816,2025-05-27,P006,2,25.0,0.0,50.0,DTC,2025-05
O007911,C0384,2025-11-29,P004,3,32.0,0.0,96.0,DTC,2025-11
O007912,C0592,2025-06-13,P006,1,25.0,0.0,25.0,Subscription,2025-06
O007913,C0828,2025-04-20,P009,1,32.0,0.0,32.0,DTC,2025-04
O007914,C2730,2025-11-29,P012,1,79.0,0.0,79.0,DTC,2025-11
O007915,C0619,2025-06-16,P007,1,32.0,0.0,32.0,DTC,2025-06
O007916,C2753,2024-12-28,P005,1,25.0,0.0,25.0,DTC,2024-12
O007917,C0463,2024-07-04,P007,2,32.0,0.05,60.8,Subscription,2024-07
O007918,C2181,2024-05-29,P009,1,32.0,0.1,28.8,DTC,2024-05
O007919,C0303,2025-12-19,P008,3,25.0,0.0,75.0,DTC,2025-12
O007920,C1615,2024-09-16,P006,1,25.0,0.0,25.0,Subscription,2024-09
O007921,C2019,2025-05-10,P006,1,25.0,0.0,25.0,DTC,2025-05
O007922,C0485,2025-10-19,P009,1,32.0,0.0,32.0,DTC,2025-10
O007923,C0127,2025-08-14,P003,2,25.0,0.05,47.5,DTC,2025-08
O007924,C0676,2024-11-20,P009,1,32.0,0.0,32.0,Subscription,2024-11
O007925,C1654,2025-01-14,P007,2,32.0,0.0,64.0,DTC,2025-01
O007926,C2368,2024-08-24,P002,2,25.0,0.0,50.0,DTC,2024-08
O007927,C0346,2025-05-04,P004,1,32.0,0.0,32.0,DTC,2025-05
O007928,C1437,2025-05-31,P004,2,32.0,0.1,57.6,DTC,2025-05
O007929,C2142,2024-06-24,P005,1,25.0,0.15,21.25,DTC,2024-06
O007930,C0174,2024-11-28,P010,1,28.0,0.0,28.0,Subscription,2024-11
O007931,C2024,2024-04-10,P001,1,25.0,0.0,25.0,DTC,2024-04
O007932,C1743,2025-06-27,P003,1,25.0,0.0,25.0,DTC,2025-06
O007933,C1192,2025-06-26,P008,1,25.0,0.0,25.0,Subscription,2025-06
O007934,C1456,2025-09-06,P011,1,20.0,0.0,20.0,DTC,2025-09
O007935,C2841,2025-10-16,P001,2,25.0,0.0,50.0,DTC,2025-10
O007936,C0814,2024-02-21,P010,1,28.0,0.0,28.0,Subscription,2024-02
O007937,C0847,2024-08-12,P009,1,32.0,0.0,32.0,DTC,2024-08
O007938,C2055,2025-08-29,P003,1,25.0,0.0,25.0,DTC,2025-08
O007939,C0564,2024-05-21,P011,1,20.0,0.0,20.0,DTC,2024-05
O007940,C1955,2024-08-27,P011,1,20.0,0.0,20.0,DTC,2024-08
O007941,C0951,2024-10-15,P004,1,32.0,0.0,32.0,DTC,2024-10
O007942,C0920,2025-03-24,P003,1,25.0,0.0,25.0,DTC,2025-03
O007943,C0724,2024-12-18,P006,1,25.0,0.0,25.0,DTC,2024-12
O007944,C2752,2024-02-27,P006,1,25.0,0.05,23.75,DTC,2024-02
O007945,C1653,2024-06-02,P012,1,79.0,0.0,79.0,DTC,2024-06
O007946,C1836,2025-07-20,P011,1,20.0,0.0,20.0,DTC,2025-07
O007947,C1868,2025-09-01,P009,1,32.0,0.0,32.0,DTC,2025-09
O007948,C0839,2025-02-05,P002,1,25.0,0.0,25.0,Subscription,2025-02
O007949,C1460,2025-09-27,P012,1,79.0,0.0,79.0,DTC,2025-09
O007950,C0756,2024-11-24,P004,3,32.0,0.0,96.0,DTC,2024-11
O007951,C2862,2024-07-11,P002,1,25.0,0.0,25.0,Subscription,2024-07
O007952,C1689,2024-07-08,P004,2,32.0,0.0,64.0,Subscription,2024-07
O007953,C0576,2024-01-18,P003,3,25.0,0.0,75.0,DTC,2024-01
O007954,C0833,2025-07-08,P008,1,25.0,0.0,25.0,DTC,2025-07
O007955,C1824,2025-06-24,P011,1,20.0,0.05,19.0,Subscription,2025-06
O007956,C0388,2024-12-17,P001,2,25.0,0.0,50.0,DTC,2024-12
O007957,C1763,2025-08-09,P001,1,25.0,0.0,25.0,DTC,2025-08
O007958,C1578,2024-01-23,P001,1,25.0,0.0,25.0,DTC,2024-01
O007959,C0304,2024-04-23,P011,1,20.0,0.0,20.0,Subscription,2024-04
O007960,C2492,2024-03-31,P002,1,25.0,0.0,25.0,DTC,2024-03
O007961,C0167,2024-09-14,P012,1,79.0,0.0,79.0,DTC,2024-09
O007962,C0646,2025-12-03,P004,1,32.0,0.0,32.0,DTC,2025-12
O007963,C0388,2025-07-07,P004,2,32.0,0.0,64.0,DTC,2025-07
O007964,C1025,2024-09-12,P012,2,79.0,0.0,158.0,DTC,2024-09
O007965,C0994,2025-04-21,P004,1,32.0,0.0,32.0,DTC,2025-04
O007966,C0506,2024-08-26,P004,1,32.0,0.05,30.4,Subscription,2024-08
O007967,C1584,2024-10-15,P010,1,28.0,0.0,28.0,DTC,2024-10
O007968,C2835,2024-10-13,P003,2,25.0,0.0,50.0,DTC,2024-10
O007969,C2934,2024-07-02,P008,1,25.0,0.0,25.0,DTC,2024-07
O007970,C0343,2024-11-02,P005,1,25.0,0.0,25.0,DTC,2024-11
O007971,C0327,2024-02-20,P008,1,25.0,0.0,25.0,Subscription,2024-02
O007972,C0385,2024-08-27,P009,2,32.0,0.1,57.6,Subscription,2024-08
O007973,C1944,2024-02-21,P006,1,25.0,0.0,25.0,DTC,2024-02
O007974,C2493,2024-06-02,P004,3,32.0,0.0,96.0,DTC,2024-06
O007975,C2112,2024-01-09,P003,2,25.0,0.0,50.0,DTC,2024-01
O007976,C2657,2025-12-11,P011,1,20.0,0.0,20.0,DTC,2025-12
O007977,C0968,2024-08-14,P006,1,25.0,0.05,23.75,DTC,2024-08
O007978,C2792,2024-05-24,P007,1,32.0,0.0,32.0,DTC,2024-05
O007979,C2105,2024-06-25,P012,1,79.0,0.0,79.0,DTC,2024-06
O007980,C2867,2025-02-24,P009,1,32.0,0.1,28.8,DTC,2025-02
O007981,C0063,2024-12-19,P011,1,20.0,0.1,18.0,Subscription,2024-12
O007982,C1894,2025-01-17,P008,1,25.0,0.0,25.0,DTC,2025-01
O007983,C0579,2024-09-04,P001,1,25.0,0.0,25.0,DTC,2024-09
O007984,C2481,2025-06-02,P012,2,79.0,0.0,158.0,DTC,2025-06
O007985,C0751,2024-08-01,P007,2,32.0,0.0,64.0,DTC,2024-08
O007986,C0683,2025-01-16,P009,1,32.0,0.0,32.0,DTC,2025-01
O007987,C2969,2025-04-29,P011,1,20.0,0.05,19.0,Subscription,2025-04
O007988,C1207,2024-10-09,P009,2,32.0,0.0,64.0,DTC,2024-10
O007989,C1865,2025-08-09,P003,1,25.0,0.0,25.0,DTC,2025-08
O007990,C0670,2025-03-19,P010,1,28.0,0.0,28.0,DTC,2025-03
O007991,C1677,2024-05-01,P010,1,28.0,0.0,28.0,DTC,2024-05
O007992,C0990,2024-02-20,P002,1,25.0,0.05,23.75,DTC,2024-02
O007993,C0027,2024-04-02,P003,1,25.0,0.0,25.0,DTC,2024-04
O007994,C1695,2024-12-29,P003,1,25.0,0.0,25.0,DTC,2024-12
O007995,C0128,2024-11-11,P007,2,32.0,0.05,60.8,DTC,2024-11
O007996,C2976,2024-11-26,P002,2,25.0,0.0,50.0,DTC,2024-11
O007997,C0535,2024-01-12,P009,1,32.0,0.0,32.0,DTC,2024-01
O007998,C0535,2025-01-26,P003,1,25.0,0.0,25.0,Subscription,2025-01
O007999,C0314,2025-11-14,P001,1,25.0,0.0,25.0,DTC,2025-11
O008000,C1809,2024-01-21,P002,1,25.0,0.0,25.0,DTC,2024-01
O008001,C2272,2025-09-02,P008,1,25.0,0.0,25.0,DTC,2025-09
O008002,C1961,2025-12-20,P009,1,32.0,0.1,28.8,DTC,2025-12
O008003,C2201,2024-11-20,P008,1,25.0,0.0,25.0,DTC,2024-11
O008004,C1339,2025-02-25,P008,1,25.0,0.0,25.0,Subscription,2025-02
O008005,C2972,2024-12-28,P012,2,79.0,0.0,158.0,DTC,2024-12
O008006,C1647,2024-12-04,P002,3,25.0,0.0,75.0,DTC,2024-12
O008007,C2518,2025-12-15,P004,1,32.0,0.0,32.0,DTC,2025-12
O008008,C1899,2024-05-12,P001,1,25.0,0.0,25.0,DTC,2024-05
O008009,C2284,2024-06-16,P003,1,25.0,0.0,25.0,DTC,2024-06
O008010,C2539,2024-05-31,P003,1,25.0,0.0,25.0,Subscription,2024-05
O008011,C2762,2024-10-26,P006,3,25.0,0.0,75.0,DTC,2024-10
O008012,C0002,2025-11-03,P003,3,25.0,0.0,75.0,DTC,2025-11
O008013,C1563,2024-05-26,P001,1,25.0,0.0,25.0,DTC,2024-05
O008014,C0159,2025-01-15,P004,1,32.0,0.0,32.0,DTC,2025-01
O008015,C0757,2025-05-06,P011,1,20.0,0.0,20.0,DTC,2025-05
O008016,C0908,2025-09-23,P003,2,25.0,0.0,50.0,DTC,2025-09
O008017,C0476,2025-07-27,P008,2,25.0,0.0,50.0,DTC,2025-07
O008018,C1583,2025-04-21,P011,1,20.0,0.0,20.0,DTC,2025-04
O008019,C2741,2025-04-09,P012,1,79.0,0.0,79.0,DTC,2025-04
O008020,C1601,2024-02-06,P012,1,79.0,0.0,79.0,DTC,2024-02
O008021,C1663,2024-11-01,P010,1,28.0,0.0,28.0,DTC,2024-11
O008022,C2537,2024-06-26,P002,2,25.0,0.0,50.0,DTC,2024-06
O008023,C0401,2025-09-07,P012,2,79.0,0.15,134.3,DTC,2025-09
O008024,C1085,2024-12-27,P001,1,25.0,0.0,25.0,DTC,2024-12
O008025,C0114,2025-02-17,P008,3,25.0,0.0,75.0,DTC,2025-02
O008026,C0045,2024-10-04,P012,1,79.0,0.0,79.0,DTC,2024-10
O008027,C0100,2024-09-13,P009,1,32.0,0.0,32.0,DTC,2024-09
O008028,C2637,2025-08-13,P002,1,25.0,0.0,25.0,Subscription,2025-08
O008029,C0044,2024-07-19,P005,2,25.0,0.15,42.5,DTC,2024-07
O008030,C1518,2024-03-26,P009,1,32.0,0.0,32.0,DTC,2024-03
O008031,C2345,2024-12-08,P001,2,25.0,0.0,50.0,Subscription,2024-12
O008032,C2919,2025-09-17,P011,2,20.0,0.0,40.0,DTC,2025-09
O008033,C0790,2024-12-24,P011,1,20.0,0.0,20.0,DTC,2024-12
O008034,C2501,2025-04-22,P012,1,79.0,0.0,79.0,DTC,2025-04
O008035,C0642,2024-06-23,P005,2,25.0,0.0,50.0,DTC,2024-06
O008036,C2708,2025-03-28,P009,2,32.0,0.0,64.0,DTC,2025-03
O008037,C2513,2024-02-18,P006,1,25.0,0.0,25.0,DTC,2024-02
O008038,C0831,2024-07-31,P002,2,25.0,0.0,50.0,DTC,2024-07
O008039,C0777,2025-11-21,P001,1,25.0,0.0,25.0,Subscription,2025-11
O008040,C0139,2025-10-15,P010,1,28.0,0.0,28.0,DTC,2025-10
O008041,C0233,2024-12-07,P004,2,32.0,0.1,57.6,DTC,2024-12
O008042,C0402,2025-10-15,P001,1,25.0,0.0,25.0,DTC,2025-10
O008043,C1530,2024-12-26,P007,2,32.0,0.0,64.0,DTC,2024-12
O008044,C0822,2025-04-06,P005,1,25.0,0.0,25.0,DTC,2025-04
O008045,C1681,2024-04-20,P004,1,32.0,0.05,30.4,Subscription,2024-04
O008046,C2835,2024-03-16,P007,3,32.0,0.15,81.6,DTC,2024-03
O008047,C0807,2025-07-10,P007,2,32.0,0.05,60.8,DTC,2025-07
O008048,C0485,2025-06-21,P007,1,32.0,0.0,32.0,DTC,2025-06
O008049,C0979,2025-05-11,P004,1,32.0,0.0,32.0,DTC,2025-05
O008050,C1695,2025-09-28,P007,3,32.0,0.0,96.0,DTC,2025-09
O008051,C0771,2024-04-29,P004,1,32.0,0.0,32.0,DTC,2024-04
O008052,C2136,2025-12-19,P004,3,32.0,0.0,96.0,DTC,2025-12
O008053,C1049,2024-01-21,P002,1,25.0,0.0,25.0,DTC,2024-01
O008054,C2791,2024-08-01,P011,1,20.0,0.0,20.0,Subscription,2024-08
O008055,C2536,2024-06-14,P005,1,25.0,0.0,25.0,DTC,2024-06
O008056,C2807,2025-08-03,P004,1,32.0,0.0,32.0,DTC,2025-08
O008057,C0948,2024-02-05,P009,1,32.0,0.0,32.0,DTC,2024-02
O008058,C1209,2025-05-12,P010,2,28.0,0.0,56.0,DTC,2025-05
O008059,C1606,2024-01-05,P006,2,25.0,0.0,50.0,DTC,2024-01
O008060,C2586,2024-06-01,P010,2,28.0,0.0,56.0,DTC,2024-06
O008061,C1875,2024-05-07,P007,1,32.0,0.1,28.8,DTC,2024-05
O008062,C1740,2024-03-25,P006,1,25.0,0.0,25.0,DTC,2024-03
O008063,C0725,2025-12-24,P001,1,25.0,0.15,21.25,DTC,2025-12
O008064,C0870,2024-12-31,P008,1,25.0,0.15,21.25,DTC,2024-12
O008065,C1673,2025-05-24,P011,1,20.0,0.0,20.0,Subscription,2025-05
O008066,C1385,2024-10-26,P003,2,25.0,0.0,50.0,DTC,2024-10
O008067,C1947,2024-12-13,P008,2,25.0,0.0,50.0,DTC,2024-12
O008068,C2475,2025-10-12,P001,1,25.0,0.15,21.25,DTC,2025-10
O008069,C1216,2024-12-07,P010,2,28.0,0.0,56.0,DTC,2024-12
O008070,C0938,2024-07-24,P003,1,25.0,0.1,22.5,DTC,2024-07
O008071,C0445,2024-11-03,P003,1,25.0,0.1,22.5,Subscription,2024-11
O008072,C0100,2024-06-13,P012,1,79.0,0.0,79.0,DTC,2024-06
O008073,C1372,2025-09-13,P002,1,25.0,0.0,25.0,Subscription,2025-09
O008074,C1544,2025-09-27,P009,1,32.0,0.0,32.0,DTC,2025-09
O008075,C0194,2025-08-11,P011,3,20.0,0.0,60.0,Subscription,2025-08
O008076,C0397,2025-07-11,P012,1,79.0,0.0,79.0,DTC,2025-07
O008077,C2690,2024-03-20,P001,1,25.0,0.15,21.25,DTC,2024-03
O008078,C0563,2024-03-30,P010,2,28.0,0.0,56.0,Subscription,2024-03
O008079,C1891,2024-06-27,P010,1,28.0,0.0,28.0,DTC,2024-06
O008080,C1027,2025-03-13,P005,2,25.0,0.0,50.0,DTC,2025-03
O008081,C2958,2024-08-27,P002,1,25.0,0.0,25.0,DTC,2024-08
O008082,C0276,2024-09-08,P001,1,25.0,0.0,25.0,Subscription,2024-09
O008083,C0666,2025-09-04,P002,1,25.0,0.0,25.0,DTC,2025-09
O008084,C1162,2025-09-03,P010,1,28.0,0.0,28.0,DTC,2025-09
O008085,C1260,2025-09-30,P008,1,25.0,0.0,25.0,DTC,2025-09
O008086,C2776,2025-01-08,P006,1,25.0,0.0,25.0,DTC,2025-01
O008087,C0621,2024-09-24,P011,1,20.0,0.15,17.0,DTC,2024-09
O008088,C1013,2025-12-02,P002,2,25.0,0.0,50.0,DTC,2025-12
O008089,C0490,2024-08-24,P012,1,79.0,0.0,79.0,DTC,2024-08
O008090,C1840,2025-03-16,P009,1,32.0,0.0,32.0,DTC,2025-03
O008091,C2391,2025-02-15,P002,1,25.0,0.0,25.0,DTC,2025-02
O008092,C0152,2024-06-06,P010,1,28.0,0.0,28.0,Subscription,2024-06
O008093,C0815,2025-08-10,P012,2,79.0,0.0,158.0,DTC,2025-08
O008094,C0789,2025-04-05,P003,2,25.0,0.15,42.5,DTC,2025-04
O008095,C0243,2024-06-27,P007,1,32.0,0.1,28.8,DTC,2024-06
O008096,C0117,2025-01-17,P009,1,32.0,0.15,27.2,DTC,2025-01
O008097,C1088,2025-01-13,P001,1,25.0,0.05,23.75,DTC,2025-01
O008098,C0819,2025-06-22,P002,1,25.0,0.0,25.0,DTC,2025-06
O008099,C1353,2024-12-21,P003,1,25.0,0.0,25.0,Subscription,2024-12
O008100,C2009,2025-05-28,P012,1,79.0,0.0,79.0,DTC,2025-05
O008101,C2092,2024-10-22,P005,1,25.0,0.0,25.0,DTC,2024-10
O008102,C0802,2025-08-03,P008,2,25.0,0.0,50.0,DTC,2025-08
O008103,C0165,2025-06-19,P012,1,79.0,0.0,79.0,DTC,2025-06
O008104,C2656,2025-05-27,P005,1,25.0,0.0,25.0,DTC,2025-05
O008105,C2832,2024-11-15,P002,1,25.0,0.0,25.0,DTC,2024-11
O008106,C1723,2025-01-05,P011,2,20.0,0.0,40.0,DTC,2025-01
O008107,C1898,2024-08-28,P004,1,32.0,0.0,32.0,DTC,2024-08
O008108,C0374,2024-03-14,P006,3,25.0,0.0,75.0,DTC,2024-03
O008109,C1558,2024-04-27,P004,1,32.0,0.0,32.0,DTC,2024-04
O008110,C2561,2024-10-02,P008,2,25.0,0.0,50.0,Subscription,2024-10
O008111,C2057,2024-03-26,P007,1,32.0,0.0,32.0,DTC,2024-03
O008112,C1076,2025-05-19,P008,1,25.0,0.0,25.0,DTC,2025-05
O008113,C1754,2024-01-17,P007,2,32.0,0.0,64.0,Subscription,2024-01
O008114,C0311,2025-01-24,P007,1,32.0,0.0,32.0,DTC,2025-01
O008115,C0871,2024-01-03,P003,1,25.0,0.0,25.0,DTC,2024-01
O008116,C0206,2025-08-29,P006,1,25.0,0.0,25.0,DTC,2025-08
O008117,C2688,2024-10-03,P009,1,32.0,0.0,32.0,DTC,2024-10
O008118,C0082,2024-12-01,P009,1,32.0,0.0,32.0,DTC,2024-12
O008119,C1085,2024-07-28,P011,1,20.0,0.0,20.0,DTC,2024-07
O008120,C2971,2024-05-06,P011,2,20.0,0.0,40.0,DTC,2024-05
O008121,C0387,2025-03-25,P011,2,20.0,0.0,40.0,DTC,2025-03
O008122,C1884,2024-09-26,P008,1,25.0,0.0,25.0,DTC,2024-09
O008123,C0067,2025-12-02,P012,1,79.0,0.1,71.1,DTC,2025-12
O008124,C1828,2024-07-04,P004,1,32.0,0.1,28.8,Subscription,2024-07
O008125,C2230,2025-08-02,P002,2,25.0,0.0,50.0,DTC,2025-08
O008126,C1626,2025-10-31,P004,1,32.0,0.0,32.0,Subscription,2025-10
O008127,C0039,2025-07-07,P005,1,25.0,0.0,25.0,DTC,2025-07
O008128,C2028,2025-07-06,P007,1,32.0,0.0,32.0,DTC,2025-07
O008129,C1728,2025-09-08,P001,2,25.0,0.0,50.0,DTC,2025-09
O008130,C0556,2024-06-06,P002,1,25.0,0.0,25.0,DTC,2024-06
O008131,C2180,2024-04-24,P011,2,20.0,0.1,36.0,DTC,2024-04
O008132,C1698,2025-06-17,P005,1,25.0,0.0,25.0,Subscription,2025-06
O008133,C2579,2024-12-24,P005,1,25.0,0.0,25.0,DTC,2024-12
O008134,C0771,2025-08-19,P008,1,25.0,0.0,25.0,DTC,2025-08
O008135,C0565,2025-06-09,P012,1,79.0,0.0,79.0,DTC,2025-06
O008136,C0146,2025-06-01,P009,1,32.0,0.1,28.8,DTC,2025-06
O008137,C2213,2024-11-16,P008,1,25.0,0.0,25.0,DTC,2024-11
O008138,C0409,2024-06-28,P012,1,79.0,0.0,79.0,Subscription,2024-06
O008139,C2558,2025-10-29,P011,1,20.0,0.0,20.0,DTC,2025-10
O008140,C0321,2024-06-06,P005,1,25.0,0.15,21.25,DTC,2024-06
O008141,C0773,2025-02-23,P010,2,28.0,0.0,56.0,DTC,2025-02
