customer_id,first_order_date,subscription_flag,region,total_orders
C1343,2025-03-01,True,UK,3.0
C1344,2024-05-24,True,Australia,3.0
C1345,2024-08-20,False,US-East,4.0
C1346,2024-09-26,False,Canada,8.0
C1347,2024-07-23,False,Australia,9.0
C1348,2024-03-17,False,UK,7.0
C1349,2024-12-24,False,UK,3.0
C1350,2024-03-21,False,US-West,7.0
C1351,2024-01-25,False,Canada,2.0
C1352,2025-05-03,False,US-West,3.0
C1353,2024-02-14,True,US-West,2.0
C1354,2024-12-01,False,Canada,7.0
C1355,2024-04-01,False,UK,5.0
C1356,2025-04-01,False,US-East,1.0
C1357,2024-04-09,False,US-East,4.0
C1358,2024-07-20,False,US-East,5.0
C1359,2025-07-23,False,US-East,3.0
C1360,2025-02-28,True,US-West,3.0
C1361,2025-01-16,False,UK,10.0
C1362,2024-01-22,False,Canada,7.0
C1363,2024-09-10,False,Australia,5.0
C1364,2025-07-15,True,US-West,6.0
C1365,2024-07-02,False,US-West,7.0
C1366,2024-02-27,False,US-East,7.0
C1367,2024-02-18,True,Canada,4.0
C1368,2024-10-02,False,US-West,5.0
C1369,2025-02-13,False,Canada,7.0
C1370,2024-06-20,True,UK,8.0
C1371,2025-04-28,False,Australia,5.0
C1372,2024-05-20,True,Canada,6.0
C1373,2024-11-06,False,US-West,7.0
C1374,2025-07-13,True,US-East,8.0
C1375,2025-09-12,False,Australia,3.0
C1376,2024-03-19,False,Australia,5.0
C1377,2025-01-11,False,US-East,7.0
C1378,2024-09-13,True,Canada,6.0
C1379,2025-12-15,False,US-West,3.0
C1380,2024-08-07,True,Canada,6.0
C1381,2025-12-23,False,Australia,5.0
C1382,2024-01-29,False,UK,4.0
C1383,2025-07-28,False,US-East,3.0
C1384,2025-05-15,False,US-East,8.0
C1385,2025-08-18,False,Canada,4.0
C1386,2024-03-01,False,US-East,2.0
C1387,2024-07-30,False,US-West,7.0
C1388,2024-02-06,False,US-West,3.0
C1389,2025-04-10,False,UK,4.0
C1390,2024-02-17,True,US-West,2.0
C1391,2025-02-23,True,US-West,4.0
C1392,2024-06-09,True,UK,2.0
C1393,2025-04-26,False,US-West,9.0
C1394,2024-09-25,False,UK,3.0
C1395,2025-05-20,False,US-West,5.0
C1396,2024-10-29,False,Australia,8.0
C1397,2024-11-07,False,US-East,6.0
C1398,2025-03-14,False,UK,3.0
C1399,2024-01-15,False,Australia,4.0
C1400,2025-07-25,False,UK,4.0
C1401,2025-02-24,False,US-West,4.0
C1402,2025-11-23,False,US-West,7.0
C1403,2024-05-20,True,Australia,4.0
C1404,2024-03-04,True,Canada,1.0
C1405,2025-06-24,False,US-West,8.0
C1406,2024-07-02,True,US-East,2.0
C1407,2024-08-09,False,US-East,8.0
C1408,2025-05-18,False,Canada,2.0
C1409,2024-09-06,False,US-West,2.0
C1410,2024-11-18,False,US-East,11.0
C1411,2025-09-12,False,UK,6.0
C1412,2024-05-12,False,UK,5.0
C1413,2024-01-08,False,Canada,4.0
C1414,2024-10-06,False,US-East,9.0
C1415,2024-05-02,False,UK,5.0
C1416,2025-08-16,True,US-East,7.0
C1417,2024-08-23,True,Australia,1.0
C1418,2025-07-16,False,US-West,4.0
C1419,2025-11-29,True,US-West,6.0
C1420,2024-06-12,False,UK,7.0
C1421,2025-12-03,False,UK,6.0
C1422,2025-08-17,False,Australia,6.0
C1423,2024-12-31,True,UK,1.0
C1424,2024-06-16,True,Australia,4.0
C1425,2024-05-16,True,Australia,6.0
C1426,2025-05-23,True,Australia,1.0
C1427,2024-01-07,False,UK,6.0
C1428,2024-08-18,True,UK,6.0
C1429,2025-10-15,True,Australia,4.0
C1430,2024-05-20,True,Canada,7.0
C1431,2025-07-04,False,US-West,2.0
C1432,2024-01-28,False,UK,1.0
C1433,2024-06-13,False,US-West,4.0
C1434,2024-03-14,True,US-East,5.0
C1435,2024-03-05,False,US-East,5.0
C1436,2024-06-15,False,US-West,7.0
C1437,2025-08-25,False,US-West,5.0
C1438,2025-05-26,True,UK,9.0
C1439,2025-02-05,False,US-East,5.0
C1440,2025-03-23,False,US-East,3.0
C1441,2024-06-09,True,US-West,6.0
C1442,2025-12-03,False,US-East,5.0
C1443,2025-06-30,True,Australia,3.0
C1444,2025-11-22,False,Canada,3.0
C1445,2025-03-05,False,Australia,8.0
C1446,2024-10-16,True,US-East,7.0
C1447,2025-08-23,False,US-East,6.0
C1448,2025-11-29,True,US-East,3.0
C1449,2025-01-15,True,US-East,4.0
C1450,2024-12-28,False,US-West,1.0
C1451,2024-05-22,False,Australia,4.0
C1452,2024-05-29,False,US-East,6.0
C1453,2025-10-11,False,Australia,3.0
C1454,2025-05-01,True,US-West,3.0
C1455,2024-08-17,False,UK,3.0
C1456,2024-09-30,False,US-East,4.0
C1457,2024-07-24,False,UK,7.0
C1458,2025-07-07,False,US-East,5.0
C1459,2025-04-10,False,UK,6.0
C1460,2024-11-15,False,Canada,10.0
C1461,2024-02-01,True,UK,4.0
C1462,2024-05-10,True,US-West,7.0
C1463,2024-04-12,False,UK,4.0
C1464,2024-03-05,False,Canada,9.0
C1465,2025-01-07,False,US-West,11.0
C1466,2024-03-27,False,Australia,6.0
C1467,2024-05-02,False,Canada,3.0
C1468,2024-10-09,False,UK,3.0
C1469,2025-11-02,False,US-East,5.0
C1470,2025-10-07,False,Australia,4.0
C1471,2025-05-15,True,UK,3.0
C1472,2025-03-23,False,US-West,7.0
C1473,2024-10-16,True,US-West,3.0
C1474,2025-09-05,False,UK,1.0
C1475,2024-12-12,False,UK,5.0
C1476,2024-11-10,True,US-East,5.0
C1477,2025-04-25,False,Australia,6.0
C1478,2025-05-15,False,US-East,4.0
C1479,2025-05-18,True,US-East,7.0
C1480,2025-11-10,False,UK,5.0
C1481,2025-01-28,False,US-East,7.0
C1482,2025-12-02,True,US-East,3.0
C1483,2024-08-04,False,US-East,5.0
C1484,2025-10-31,True,US-West,3.0
C1485,2025-04-06,True,Australia,5.0
C1486,2025-07-02,False,UK,5.0
C1487,2025-09-09,False,Canada,2.0
C1488,2024-04-11,False,UK,3.0
C1489,2024-12-14,False,Canada,5.0
C1490,2025-10-09,True,US-West,7.0
C1491,2024-09-25,False,US-West,6.0
C1492,2024-11-15,True,Canada,11.0
C1493,2025-10-16,False,Canada,3.0
C1494,2025-01-13,True,US-West,6.0
C1495,2024-10-08,True,UK,8.0
C1496,2025-09-22,True,US-East,6.0
C1497,2024-03-30,False,US-East,2.0
C1498,2024-02-07,False,US-East,9.0
C1499,2025-02-12,True,US-West,3.0
C1500,2024-04-28,False,US-East,11.0
C1501,2025-11-11,False,Australia,3.0
C1502,2024-12-14,True,UK,3.0
C1503,2025-01-03,False,UK,3.0
C1504,2025-12-31,False,US-East,2.0
C1505,2025-04-02,False,US-East,6.0
C1506,2024-10-17,False,Australia,4.0
C1507,2025-08-01,False,Canada,8.0
C1508,2024-01-22,True,US-West,6.0
C1509,2025-02-08,True,US-East,5.0
C1510,2025-08-20,False,US-West,7.0
C1511,2025-03-16,True,UK,8.0
C1512,2024-10-30,True,US-East,4.0
C1513,2025-12-16,True,US-East,6.0
C1514,2025-07-24,False,Canada,6.0
C1515,2024-03-31,False,Australia,4.0
C1516,2025-11-05,False,US-West,4.0
C1517,2025-08-14,False,UK,5.0
C1518,2024-06-28,True,Canada,4.0
C1519,2024-10-13,True,UK,6.0
C1520,2025-12-07,False,Australia,2.0
C1521,2025-11-05,False,Canada,2.0
C1522,2024-12-12,False,Canada,5.0
C1523,2024-09-16,True,US-West,3.0
C1524,2025-11-06,True,US-East,5.0
C1525,2024-01-07,True,US-West,7.0
C1526,2025-01-17,True,UK,3.0
C1527,2025-08-28,True,UK,4.0
C1528,2024-12-21,False,US-West,5.0
C1529,2025-02-04,False,Canada,4.0
C1530,2024-10-20,False,Canada,5.0
C1531,2025-08-04,False,US-East,7.0
C1532,2025-05-28,True,US-East,6.0
C1533,2024-10-23,True,US-East,6.0
C1534,2024-02-17,True,Canada,7.0
C1535,2025-11-07,False,Australia,3.0
C1536,2024-04-20,False,UK,3.0
C1537,2024-01-07,False,Australia,6.0
C1538,2025-12-21,True,Canada,6.0
C1539,2025-10-02,False,US-East,8.0
C1540,2024-05-27,False,US-East,2.0
C1541,2025-04-15,True,US-West,1.0
C1542,2024-03-01,False,Australia,5.0
C1543,2025-01-18,True,Canada,3.0
C1544,2024-08-31,True,UK,6.0
C1545,2025-02-24,False,Canada,7.0
C1546,2025-07-11,True,US-West,2.0
C1547,2025-05-21,False,US-West,3.0
C1548,2025-06-08,False,Australia,4.0
C1549,2025-01-28,False,Canada,4.0
C1550,2024-09-30,True,US-East,3.0
C1551,2025-09-28,True,UK,4.0
C1552,2025-01-27,False,Australia,6.0
C1553,2024-08-05,False,Canada,2.0
C1554,2025-09-10,False,US-West,9.0
C1555,2024-05-16,True,US-East,6.0
C1556,2024-06-11,False,US-East,7.0
C1557,2025-03-01,True,US-West,8.0
C1558,2025-10-12,True,US-East,5.0
C1559,2024-12-29,True,Canada,5.0
C1560,2025-05-09,False,US-East,4.0
C1561,2024-03-15,False,Australia,2.0
C1562,2025-06-13,True,US-West,7.0
C1563,2024-11-08,False,Australia,9.0
C1564,2025-11-11,True,Canada,5.0
C1565,2025-08-03,True,US-East,5.0
C1566,2024-10-27,False,US-East,6.0
C1567,2024-05-29,False,UK,4.0
C1568,2024-03-26,False,US-East,11.0
C1569,2025-09-12,False,US-East,1.0
C1570,2025-04-25,True,Australia,2.0
C1571,2024-12-07,False,Canada,2.0
C1572,2025-05-26,False,Australia,7.0
C1573,2024-01-30,False,UK,9.0
C1574,2025-10-08,False,Canada,6.0
C1575,2024-04-21,False,US-West,2.0
C1576,2025-10-10,False,Canada,6.0
C1577,2025-02-10,False,Canada,5.0
C1578,2024-06-19,False,Australia,6.0
C1579,2025-06-01,False,US-East,5.0
C1580,2025-01-01,False,UK,4.0
C1581,2024-08-07,True,US-East,4.0
C1582,2025-11-20,False,UK,7.0
C1583,2025-04-11,False,Australia,7.0
C1584,2024-06-22,True,Australia,6.0
C1585,2024-09-22,False,UK,2.0
C1586,2025-12-03,False,UK,3.0
C1587,2025-08-02,False,US-East,4.0
C1588,2025-04-22,False,UK,5.0
C1589,2024-06-04,True,US-West,4.0
C1590,2025-03-11,False,Canada,5.0
C1591,2024-09-20,False,US-West,6.0
C1592,2024-04-10,False,US-West,2.0
C1593,2025-10-17,False,Canada,7.0
C1594,2025-05-12,False,Canada,7.0
C1595,2025-07-03,False,UK,8.0
C1596,2024-03-21,False,UK,6.0
C1597,2025-04-14,False,US-East,3.0
C1598,2024-01-31,False,US-East,4.0
C1599,2024-05-09,False,Australia,4.0
C1600,2024-07-24,False,US-East,9.0
C1601,2025-01-20,False,UK,11.0
C1602,2024-11-19,False,US-West,6.0
C1603,2025-05-03,False,US-East,6.0
C1604,2025-02-09,False,Canada,5.0
C1605,2025-06-18,False,Canada,4.0
C1606,2024-01-02,False,UK,5.0
C1607,2024-02-20,False,Australia,3.0
C1608,2024-09-13,True,Australia,4.0
C1609,2025-11-23,False,UK,6.0
C1610,2025-08-19,False,Australia,8.0
C1611,2024-06-01,False,Australia,6.0
C1612,2025-01-25,False,UK,5.0
C1613,2024-07-13,False,US-East,7.0
C1614,2025-06-01,False,Canada,4.0
C1615,2025-11-21,True,Canada,9.0
C1616,2025-02-08,True,US-East,5.0
C1617,2025-05-11,True,Canada,7.0
C1618,2024-02-05,False,US-West,3.0
C1619,2024-04-29,False,UK,5.0
C1620,2025-09-04,False,Canada,4.0
C1621,2025-07-12,False,Australia,4.0
C1622,2024-07-13,True,US-West,2.0
C1623,2024-10-15,True,US-East,7.0
C1624,2025-09-04,False,US-East,2.0
C1625,2025-01-03,False,US-East,6.0
C1626,2025-08-13,True,UK,10.0
C1627,2025-10-05,True,US-East,3.0
C1628,2025-10-04,False,US-East,3.0
C1629,2025-08-22,False,US-East,3.0
C1630,2025-08-28,False,Australia,6.0
C1631,2024-12-09,False,US-West,4.0
C1632,2024-10-19,False,Canada,3.0
C1633,2024-03-13,True,Australia,5.0
C1634,2024-07-05,False,US-East,8.0
C1635,2025-09-05,False,US-East,5.0
C1636,2024-05-29,True,Canada,5.0
C1637,2025-08-17,False,Australia,6.0
C1638,2024-04-23,False,Canada,6.0
C1639,2025-10-04,False,US-West,2.0
C1640,2024-09-27,True,Australia,4.0
C1641,2024-11-04,False,Australia,6.0
C1642,2024-01-07,True,US-West,5.0
C1643,2025-03-09,True,Canada,6.0
C1644,2025-03-19,True,Australia,4.0
C1645,2025-12-11,True,Australia,0.0
C1646,2024-07-12,True,UK,3.0
C1647,2024-10-13,True,US-West,4.0
C1648,2024-05-18,True,US-West,2.0
C1649,2025-02-06,True,UK,6.0
C1650,2024-09-22,True,Canada,9.0
C1651,2025-10-14,True,UK,10.0
C1652,2024-09-05,False,US-West,4.0
C1653,2025-02-26,False,US-East,5.0
C1654,2024-12-16,False,US-West,6.0
C1655,2025-04-28,True,US-East,6.0
C1656,2025-03-17,True,US-East,10.0
C1657,2025-06-23,False,US-East,9.0
C1658,2025-01-28,False,Australia,4.0
C1659,2025-07-16,False,US-East,5.0
C1660,2024-12-03,True,Canada,2.0
C1661,2024-11-17,False,Australia,5.0
C1662,2024-04-20,False,Australia,6.0
C1663,2025-02-05,False,US-East,5.0
C1664,2024-05-24,False,Canada,3.0
C1665,2024-01-05,False,US-East,8.0
C1666,2025-07-25,False,UK,7.0
C1667,2025-05-14,False,UK,6.0
C1668,2024-10-24,False,US-East,7.0
C1669,2024-05-14,True,US-West,1.0
C1670,2024-05-10,False,Canada,6.0
C1671,2024-10-22,True,Australia,5.0
C1672,2025-10-01,False,Canada,3.0
C1673,2024-08-14,True,Canada,5.0
C1674,2024-09-16,True,US-West,6.0
C1675,2024-01-24,False,US-West,6.0
C1676,2024-04-04,False,US-West,2.0
C1677,2024-06-17,False,US-West,4.0
C1678,2025-06-17,False,Canada,6.0
C1679,2025-06-27,False,UK,5.0
C1680,2024-11-09,False,Australia,7.0
C1681,2025-04-05,True,US-West,7.0
C1682,2024-06-27,False,US-West,5.0
C1683,2025-08-06,False,US-East,6.0
C1684,2024-09-15,False,US-East,6.0
C1685,2024-05-11,False,US-East,5.0
C1686,2024-11-01,False,UK,4.0
C1687,2024-11-06,False,US-West,7.0
C1688,2025-04-02,True,UK,5.0
C1689,2025-11-26,True,US-West,9.0
C1690,2025-11-23,False,US-West,5.0
C1691,2024-05-17,False,UK,3.0
C1692,2025-04-24,True,UK,5.0
C1693,2024-04-13,False,Canada,4.0
C1694,2024-12-16,False,US-East,5.0
C1695,2024-12-09,False,Australia,7.0
C1696,2024-03-24,True,Canada,2.0
C1697,2024-01-31,False,UK,6.0
C1698,2024-04-22,True,Australia,3.0
C1699,2025-10-06,False,Australia,4.0
C1700,2024-09-08,False,Canada,2.0
C1701,2025-04-30,False,Canada,4.0
C1702,2024-10-14,False,Canada,3.0
C1703,2025-06-16,False,US-West,4.0
C1704,2024-12-27,False,US-East,4.0
C1705,2024-09-07,False,UK,8.0
C1706,2025-02-24,True,Australia,10.0
C1707,2025-08-13,True,Australia,9.0
C1708,2025-06-12,True,Canada,5.0
C1709,2025-08-28,False,US-West,3.0
C1710,2024-06-05,True,UK,2.0
C1711,2024-11-09,True,US-West,7.0
C1712,2025-12-25,True,Australia,2.0
C1713,2024-07-28,True,Canada,6.0
C1714,2024-12-23,False,UK,8.0
C1715,2024-10-18,False,Australia,4.0
C1716,2024-08-05,False,Australia,2.0
C1717,2024-11-27,True,Australia,8.0
C1718,2025-06-28,False,UK,3.0
C1719,2025-02-09,False,US-East,2.0
C1720,2024-02-03,True,US-East,6.0
C1721,2024-08-19,False,US-West,2.0
C1722,2024-06-30,False,UK,8.0
C1723,2025-07-28,False,UK,7.0
C1724,2025-08-12,False,US-East,8.0
C1725,2025-12-07,True,US-West,4.0
C1726,2025-03-24,False,Australia,5.0
C1727,2024-06-18,True,Canada,5.0
C1728,2025-02-06,False,US-West,10.0
C1729,2025-08-15,False,US-West,7.0
C1730,2025-05-18,True,Canada,5.0
C1731,2024-08-24,False,UK,1.0
C1732,2024-05-21,False,Canada,8.0
C1733,2025-07-25,False,US-East,5.0
C1734,2024-11-01,False,Australia,5.0
C1735,2024-03-27,True,Australia,5.0
C1736,2024-12-10,False,US-West,5.0
C1737,2025-01-19,False,UK,5.0
C1738,2025-08-03,False,US-West,10.0
C1739,2024-04-14,False,UK,4.0
C1740,2025-09-18,False,US-East,5.0
C1741,2025-03-19,True,US-West,2.0
C1742,2024-11-11,False,UK,3.0
C1743,2025-12-27,False,Canada,6.0
C1744,2024-06-21,False,Australia,6.0
C1745,2025-04-01,False,Australia,7.0
C1746,2025-11-19,False,US-West,4.0
C1747,2025-01-14,True,US-West,2.0
C1748,2025-06-26,True,US-West,7.0
C1749,2025-08-23,True,US-East,5.0
C1750,2024-04-28,True,UK,4.0
C1751,2025-10-01,True,UK,4.0
C1752,2024-04-26,False,Australia,2.0
C1753,2025-04-10,False,Canada,7.0
C1754,2024-11-01,True,US-East,3.0
C1755,2024-04-01,False,Australia,6.0
C1756,2025-11-14,False,US-East,2.0
C1757,2024-05-29,False,Canada,2.0
C1758,2024-11-22,False,Australia,8.0
C1759,2024-12-05,False,US-West,6.0
C1760,2024-10-09,False,UK,8.0
C1761,2025-10-07,False,US-East,5.0
C1762,2024-09-14,False,Canada,6.0
C1763,2025-08-02,False,US-East,5.0
C1764,2025-02-28,False,Australia,6.0
C1765,2025-07-23,False,US-East,2.0
C1766,2024-04-08,False,Australia,6.0
C1767,2024-01-22,True,UK,7.0
C1768,2025-01-23,True,US-East,6.0
C1769,2024-06-08,False,Australia,11.0
C1770,2025-01-02,False,UK,3.0
C1771,2024-04-15,False,US-West,5.0
C1772,2024-08-03,False,Australia,5.0
C1773,2025-05-15,True,Australia,8.0
C1774,2024-04-28,False,Australia,6.0
C1775,2025-12-30,False,Australia,4.0
C1776,2024-11-12,False,Canada,3.0
C1777,2024-11-07,True,US-West,6.0
C1778,2025-11-15,True,UK,7.0
C1779,2025-06-02,True,US-East,2.0
C1780,2025-12-24,False,Australia,6.0
C1781,2025-11-21,False,Australia,6.0
C1782,2024-07-06,True,UK,5.0
C1783,2024-03-27,True,UK,7.0
C1784,2025-08-06,False,US-East,3.0
C1785,2025-09-13,True,Canada,4.0
C1786,2024-04-19,False,UK,6.0
C1787,2024-02-27,False,Australia,2.0
C1788,2024-01-18,True,US-West,3.0
C1789,2024-04-13,False,Australia,8.0
C1790,2024-09-07,True,UK,9.0
C1791,2024-06-04,False,US-West,5.0
C1792,2024-07-15,True,Canada,7.0
C1793,2024-01-25,False,Canada,5.0
C1794,2024-07-24,True,UK,4.0
C1795,2024-04-03,True,UK,6.0
C1796,2025-03-02,False,US-East,8.0
C1797,2025-10-16,False,US-East,4.0
C1798,2024-11-29,False,Canada,3.0
C1799,2024-07-22,True,Australia,8.0
C1800,2024-11-09,False,Australia,8.0
C1801,2024-08-22,False,US-West,5.0
C1802,2024-12-04,False,UK,3.0
C1803,2025-03-12,False,Canada,4.0
C1804,2025-11-15,True,Australia,8.0
C1805,2024-01-16,False,Canada,9.0
C1806,2025-01-01,False,US-East,9.0
C1807,2024-08-29,False,US-West,1.0
C1808,2025-03-18,False,US-West,7.0
C1809,2025-03-29,False,Canada,5.0
C1810,2024-03-11,False,US-East,4.0
C1811,2025-06-11,False,US-East,5.0
C1812,2024-01-14,True,Canada,2.0
C1813,2024-04-26,False,US-East,3.0
C1814,2024-10-11,False,Canada,7.0
C1815,2025-05-03,True,Australia,4.0
C1816,2025-06-25,False,US-West,5.0
C1817,2025-12-07,True,Canada,6.0
C1818,2025-05-11,True,Canada,7.0
C1819,2025-05-17,False,UK,5.0
C1820,2024-05-11,False,US-West,4.0
C1821,2024-04-25,False,Australia,6.0
C1822,2025-08-28,False,Canada,6.0
C1823,2025-04-30,False,US-West,6.0
C1824,2024-02-05,True,UK,6.0
C1825,2024-01-01,False,Australia,9.0
C1826,2024-10-05,False,US-East,7.0
C1827,2025-05-09,False,UK,6.0
C1828,2025-11-24,True,US-West,3.0
C1829,2025-10-29,False,Australia,3.0
C1830,2025-11-17,False,Canada,5.0
C1831,2025-09-19,False,US-East,7.0
C1832,2024-01-20,False,US-East,2.0
C1833,2024-01-28,False,Canada,1.0
C1834,2024-08-11,False,US-West,4.0
C1835,2025-08-02,True,US-West,2.0
C1836,2024-03-09,False,UK,4.0
C1837,2025-01-13,True,US-West,3.0
C1838,2025-05-02,False,US-West,6.0
C1839,2024-10-09,True,US-West,5.0
C1840,2025-02-21,False,US-West,5.0
C1841,2025-08-13,False,UK,3.0
C1842,2024-04-30,True,US-West,2.0
C1843,2025-07-28,True,US-East,4.0
C1844,2025-12-03,False,US-West,3.0
C1845,2024-07-26,True,US-East,8.0
C1846,2025-07-01,False,UK,0.0
C1847,2025-02-09,True,US-East,5.0
C1848,2025-08-12,False,US-West,3.0
C1849,2025-09-12,False,US-West,5.0
C1850,2024-10-28,False,UK,3.0
C1851,2025-11-23,True,Canada,5.0
C1852,2024-05-10,False,Canada,2.0
C1853,2024-02-02,False,US-West,2.0
C1854,2025-07-21,False,US-East,4.0
C1855,2024-11-14,True,US-West,5.0
C1856,2025-05-22,False,US-East,5.0
C1857,2025-01-16,True,Australia,5.0
C1858,2025-02-20,False,Australia,6.0
C1859,2024-11-30,False,US-West,3.0
C1860,2024-03-30,False,US-East,6.0
C1861,2025-12-25,True,UK,6.0
C1862,2024-07-17,False,Australia,3.0
C1863,2024-11-07,False,US-East,5.0
C1864,2024-09-23,False,UK,7.0
C1865,2025-03-08,True,Australia,5.0
C1866,2024-12-09,True,UK,7.0
C1867,2025-02-15,True,UK,8.0
C1868,2024-02-24,False,US-West,8.0
C1869,2024-08-02,True,US-East,4.0
C1870,2025-12-16,True,US-East,4.0
C1871,2025-08-18,True,Australia,9.0
C1872,2024-04-19,False,US-East,7.0
C1873,2025-01-09,False,Canada,6.0
C1874,2024-01-17,False,UK,5.0
C1875,2024-09-21,False,Australia,8.0
C1876,2025-06-21,True,Canada,6.0
C1877,2025-07-09,False,US-East,9.0
C1878,2025-02-12,False,Australia,2.0
C1879,2025-03-24,False,US-West,8.0
C1880,2025-04-02,False,US-West,2.0
C1881,2025-01-09,False,US-East,4.0
C1882,2025-03-30,False,US-West,1.0
C1883,2024-08-14,True,US-East,6.0
C1884,2024-04-10,False,US-East,5.0
C1885,2024-09-19,False,UK,8.0
C1886,2025-09-25,False,US-West,0.0
C1887,2024-06-20,False,Australia,7.0
C1888,2025-05-12,True,UK,5.0
C1889,2024-08-14,False,US-West,4.0
C1890,2025-08-10,False,Australia,2.0
C1891,2025-02-17,False,UK,4.0
C1892,2025-05-08,True,Canada,1.0
C1893,2024-08-06,True,US-East,10.0
C1894,2024-04-09,False,US-East,6.0
C1895,2024-12-31,True,US-East,4.0
C1896,2025-04-20,False,UK,8.0
C1897,2025-06-08,False,Australia,1.0
C1898,2024-09-18,False,Australia,2.0
C1899,2025-02-26,False,Australia,6.0
C1900,2025-04-26,False,US-West,3.0
C1901,2025-07-19,True,Australia,3.0
C1902,2025-06-06,True,US-East,0.0
C1903,2025-04-16,False,US-East,4.0
C1904,2025-08-19,False,US-East,4.0
C1905,2024-04-03,False,US-West,2.0
C1906,2024-11-03,False,Canada,4.0
C1907,2024-05-31,False,UK,3.0
C1908,2025-04-05,False,US-West,4.0
C1909,2024-06-11,False,UK,4.0
C1910,2025-11-14,False,US-West,6.0
C1911,2024-04-22,False,Australia,7.0
C1912,2024-01-13,False,US-East,4.0
C1913,2025-11-23,True,UK,4.0
C1914,2024-10-10,False,Australia,4.0
C1915,2025-02-20,False,US-East,4.0
C1916,2024-04-04,False,Canada,3.0
C1917,2025-04-12,False,US-West,4.0
C1918,2025-05-09,False,UK,8.0
C1919,2024-07-05,False,Australia,7.0
C1920,2024-05-06,False,US-East,2.0
C1921,2025-10-29,False,UK,3.0
C1922,2025-08-01,True,Australia,2.0
C1923,2025-05-12,False,UK,3.0
C1924,2024-09-24,False,UK,4.0
C1925,2024-04-27,False,US-East,9.0
C1926,2024-06-25,False,US-West,7.0
C1927,2024-04-29,True,UK,8.0
C1928,2024-12-03,False,US-East,4.0
C1929,2024-05-07,False,US-East,4.0
C1930,2025-02-23,False,Australia,2.0
C1931,2024-06-07,False,Canada,6.0
C1932,2025-05-10,False,Canada,2.0
C1933,2025-12-05,True,UK,4.0
C1934,2025-05-31,False,Australia,6.0
C1935,2024-11-06,False,Canada,5.0
C1936,2025-04-08,True,US-East,9.0
C1937,2024-06-25,True,Australia,3.0
C1938,2024-08-15,False,Australia,2.0
C1939,2025-07-23,False,US-East,11.0
C1940,2024-09-29,False,UK,6.0
C1941,2025-10-10,True,US-East,9.0
C1942,2025-10-31,True,UK,7.0
C1943,2025-06-09,False,UK,10.0
C1944,2024-04-28,False,Canada,5.0
C1945,2025-04-08,False,Canada,7.0
C1946,2024-02-12,True,Australia,6.0
C1947,2025-12-06,False,Australia,8.0
C1948,2024-11-24,False,Australia,3.0
C1949,2024-10-16,False,Australia,5.0
C1950,2025-06-07,True,Canada,5.0
C1951,2025-02-24,True,Canada,6.0
C1952,2025-04-22,True,Canada,5.0
C1953,2024-05-19,False,Canada,3.0
C1954,2024-11-16,False,UK,5.0
C1955,2024-03-01,False,US-West,9.0
C1956,2025-02-05,True,Australia,4.0
C1957,2025-02-25,True,US-East,6.0
C1958,2024-09-13,False,Canada,4.0
C1959,2025-06-19,False,US-West,6.0
C1960,2025-07-13,False,Australia,1.0
C1961,2025-10-29,False,US-East,11.0
C1962,2024-05-27,False,US-East,8.0
C1963,2025-06-07,False,US-West,4.0
C1964,2024-05-26,False,US-East,7.0
C1965,2024-03-12,False,US-East,9.0
C1966,2024-03-27,False,US-East,2.0
C1967,2024-09-15,False,Australia,3.0
C1968,2024-04-01,False,UK,7.0
C1969,2025-03-28,False,Australia,4.0
C1970,2025-09-08,False,US-East,1.0
C1971,2024-03-19,True,Australia,3.0
C1972,2025-08-19,False,Australia,2.0
C1973,2024-10-20,False,US-West,3.0
C1974,2024-02-18,False,UK,8.0
C1975,2024-03-31,False,UK,6.0
C1976,2024-08-22,False,Canada,6.0
C1977,2025-10-10,True,Australia,2.0
C1978,2024-12-16,False,US-East,7.0
C1979,2024-03-09,False,US-West,5.0
C1980,2024-02-06,True,UK,1.0
C1981,2025-03-11,False,Canada,6.0
C1982,2025-03-26,False,Australia,9.0
C1983,2024-06-26,False,US-East,6.0
C1984,2024-05-31,False,US-West,5.0
C1985,2025-10-16,False,UK,4.0
C1986,2024-05-01,False,Australia,3.0
C1987,2024-07-03,False,Canada,4.0
C1988,2024-06-27,False,Canada,1.0
C1989,2024-06-30,False,US-East,4.0
C1990,2025-08-31,False,Canada,6.0
C1991,2024-08-19,True,Canada,7.0
C1992,2025-11-20,False,Australia,3.0
C1993,2024-02-17,True,Canada,7.0
C1994,2025-05-24,False,US-East,5.0
C1995,2024-01-11,False,US-West,8.0
C1996,2025-06-05,True,Canada,5.0
C1997,2024-04-02,False,UK,6.0
C1998,2025-07-14,False,Australia,3.0
C1999,2024-02-20,False,UK,4.0
C2000,2024-08-22,False,Australia,6.0
C2001,2024-03-23,False,Canada,4.0
C2002,2024-03-17,False,UK,12.0
C2003,2025-05-24,False,US-East,2.0
C2004,2025-12-14,False,UK,2.0
C2005,2024-12-30,True,Canada,4.0
C2006,2025-10-20,False,Canada,4.0
C2007,2025-04-04,True,US-West,2.0
C2008,2024-02-18,True,Australia,5.0
C2009,2024-09-13,False,UK,5.0
C2010,2024-06-01,False,Canada,4.0
C2011,2025-02-03,False,US-East,3.0
C2012,2025-02-27,False,Canada,4.0
C2013,2025-01-13,False,UK,3.0
